Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance
39.0,4.8,Cloudy,Medium,0,motorcycle,1.0,1,Metropolitian,47,12.594090122629622
30.0,4.9,Windy,Low,1,motorcycle,1.0,0,Metropolitian,26,3.119550998913309
21.0,4.1,Fog,High,1,scooter,1.0,0,Metropolitian,31,1.5164457392411372
32.0,4.6,Cloudy,Jam,2,scooter,2.0,0,Urban,48,19.6812258765238
37.0,4.7,Fog,Low,2,motorcycle,1.0,0,Metropolitian,27,19.93814257453276
37.0,4.6,Sunny,Jam,2,scooter,0.0,0,Metropolitian,15,20.307658174232795
29.566910587697237,4.6337736972250205,Cloudy,Jam,0,motorcycle,1.0,0,Metropolitian,36,19.998592931551656
20.0,4.8,Windy,Jam,0,motorcycle,1.0,0,Urban,25,10.49739119289664
37.0,4.6,Sandstorms,Medium,2,scooter,1.0,0,Metropolitian,23,19.68076045300552
22.0,4.6,Fog,Low,0,motorcycle,1.0,0,Metropolitian,23,16.40380581667684
24.0,4.9,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,21,9.085199651811102
38.0,4.3,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,25,3.119671906470932
20.0,4.8,Windy,High,0,motorcycle,1.0,0,Metropolitian,35,6.044178253238423
20.0,4.8,Cloudy,Jam,0,motorcycle,1.0,0,Metropolitian,26,4.542639339624718
35.0,4.8,Sunny,Jam,2,scooter,1.0,0,Metropolitian,18,16.870960876377712
38.0,4.8,Stormy,Low,2,electric_scooter,0.0,0,Urban,22,2.982899945334317
29.0,4.5,Sandstorms,Jam,2,motorcycle,0.0,0,Metropolitian,27,12.307253155380568
22.0,4.8,Cloudy,Low,1,motorcycle,0.0,0,Metropolitian,20,12.175478571539212
21.0,4.6,Stormy,Medium,1,scooter,1.0,0,Metropolitian,20,13.625762365498575
31.0,4.1,Fog,Jam,2,motorcycle,1.0,0,Urban,35,16.921481694555823
21.0,4.7,Sandstorms,Jam,1,scooter,1.0,0,Urban,25,9.358823797958626
31.0,3.5,Stormy,Jam,1,scooter,2.0,0,Metropolitian,39,10.497344138758878
39.0,4.8,Stormy,Medium,0,motorcycle,0.0,0,Urban,30,7.692050597638524
31.0,4.9,Sunny,Medium,1,motorcycle,0.0,0,Metropolitian,18,16.403050607540266
21.0,4.8,Windy,Medium,2,motorcycle,1.0,0,Metropolitian,29,6.088122764904438
29.566910587697237,4.6337736972250205,Windy,Low,0,motorcycle,1.0,0,Metropolitian,20,3.044157072450462
33.0,4.5,Sandstorms,Jam,2,electric_scooter,1.0,0,Metropolitian,28,13.803996316627922
34.0,4.2,Sandstorms,Jam,2,scooter,1.0,0,Metropolitian,31,16.401857483322818
25.0,5.0,Windy,Low,0,motorcycle,1.0,0,Metropolitian,24,16.67828392484174
22.0,4.6,Fog,Low,0,motorcycle,1.0,0,Urban,18,1.5309890689921757
38.0,4.6,Stormy,Jam,1,motorcycle,1.0,0,Urban,33,9.066046154227202
35.0,4.7,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,33,6.153948617097349
31.0,4.0,Stormy,High,2,electric_scooter,1.0,0,Metropolitian,32,1.514353819735823
38.0,4.6,Cloudy,Low,2,scooter,1.0,0,Urban,17,1.5313033951304549
35.0,4.1,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,23,1.554036943601158
30.0,4.6,Sandstorms,Jam,2,electric_scooter,0.0,0,Urban,25,9.1843968583804
32.0,5.0,Fog,Jam,2,scooter,2.0,1,Urban,39,4.593940735081471
37.0,4.2,Cloudy,Jam,1,scooter,2.0,0,Metropolitian,38,19.70940821778085
21.0,4.8,Cloudy,Low,2,electric_scooter,1.0,0,Metropolitian,26,16.74092196316392
29.566910587697237,4.6337736972250205,Windy,Jam,1,motorcycle,2.0,0,Metropolitian,42,12.11266835225184
25.0,4.9,Cloudy,Medium,2,motorcycle,0.0,0,Metropolitian,17,4.615138272976355
32.0,4.3,Sandstorms,High,2,scooter,0.0,0,Metropolitian,31,1.5385084982149202
29.0,4.6,Windy,High,2,motorcycle,0.0,0,Metropolitian,12,6.224655719087422
35.0,4.9,Windy,Medium,1,scooter,0.0,0,Metropolitian,30,9.323249637150512
32.0,4.9,Sandstorms,Jam,0,motorcycle,2.0,0,Urban,44,10.576737055022344
21.0,4.8,Sunny,Medium,1,scooter,0.0,0,Metropolitian,15,13.987387501560638
30.0,4.7,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,31,4.476652638023651
27.0,5.0,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,22,17.316871412977665
24.0,5.0,Sandstorms,Jam,1,motorcycle,1.0,0,Urban,21,5022.958535090366
28.0,4.8,Fog,Low,2,electric_scooter,0.0,0,Metropolitian,14,3.0220336557134324
37.0,4.8,Cloudy,Low,1,motorcycle,0.7446345675136238,0,Metropolitian,17,3.119627576512264
33.0,4.1,Windy,Jam,1,scooter,0.0,0,Metropolitian,32,16.921865344990294
33.0,4.8,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,35,19.063508149286747
37.0,4.7,Stormy,Jam,0,motorcycle,1.0,0,Urban,39,7.4565962517852915
32.0,4.4,Sandstorms,Jam,1,motorcycle,2.0,0,Metropolitian,38,10.5765899182621
38.0,4.4,Sandstorms,Jam,1,motorcycle,1.0,0,Urban,34,4.533221890824159
22.0,4.8,Stormy,Medium,2,electric_scooter,1.0,0,Metropolitian,23,13.69719757500614
25.0,4.4,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,38,12.223133035989235
36.0,3.7,Fog,Low,2,scooter,1.0,0,Metropolitian,33,16.411824231006936
23.0,4.9,Cloudy,Low,0,motorcycle,0.0,0,Urban,23,13.98592199178685
23.0,4.9,Cloudy,Jam,0,motorcycle,1.0,0,Urban,20,4.542639339624718
25.0,4.7,Windy,Medium,2,motorcycle,1.0,0,Metropolitian,26,7.811547008034745
29.0,4.9,Stormy,Medium,0,motorcycle,0.0,0,Metropolitian,25,5.867049998919223
33.0,4.7,Sandstorms,Jam,1,scooter,1.0,0,Metropolitian,26,9.188222658311568
29.0,4.3,Sandstorms,Low,0,motorcycle,0.0,0,Urban,17,9.358477409076643
26.0,4.2,Fog,Jam,1,motorcycle,0.0,0,Urban,33,12.27039478314862
22.0,4.8,Sandstorms,Low,1,motorcycle,0.0,0,Metropolitian,15,1.5540665033301788
24.0,4.7,Fog,Low,0,motorcycle,1.0,0,Metropolitian,22,10.598655970980907
24.0,4.7,Windy,Jam,1,scooter,1.0,0,Semi-Urban,16,12.448919707587264
35.0,4.3,Fog,High,0,motorcycle,1.0,0,Metropolitian,33,6.065505975233347
24.0,4.8,Windy,Jam,1,scooter,1.0,0,Metropolitian,23,7.771726792169004
35.0,4.7,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,50,11.929798229851974
21.0,5.0,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,32,13.598364573904316
29.0,4.7,Fog,Low,0,motorcycle,1.0,0,Metropolitian,17,3.1485230102050625
24.0,4.6,Windy,Low,2,motorcycle,1.0,0,Metropolitian,17,14.004620173563223
28.0,4.7,Cloudy,Low,1,scooter,0.0,0,Urban,26,19.782778377290327
38.0,4.3,Stormy,Low,0,motorcycle,2.0,0,Metropolitian,33,4.5662352285259376
39.0,4.7,Stormy,Low,2,scooter,0.7446345675136238,0,Metropolitian,15,10.936347872329115
29.566910587697237,4.6337736972250205,Cloudy,Low,2,electric_scooter,0.7446345675136238,0,Metropolitian,14,7.457154548584151
37.0,4.9,Sandstorms,Low,2,scooter,0.0,0,Metropolitian,27,3.0284731037592736
37.0,4.2,Sandstorms,Medium,2,scooter,1.0,0,Metropolitian,31,8.821521351805648
30.0,4.2,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,26,1.5562166324183038
38.0,4.5,Sandstorms,Jam,2,electric_scooter,0.0,0,Metropolitian,36,19.997643910276796
34.0,4.9,Sunny,Low,2,motorcycle,1.0,0,Metropolitian,16,7.692572056833232
34.0,4.6,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,32,4.532235680897711
32.0,4.4,Stormy,High,0,motorcycle,1.0,0,Metropolitian,36,6.0467501258768
25.0,4.9,Sandstorms,Low,1,scooter,0.0,0,Metropolitian,17,12.25061320521196
37.0,4.8,Sunny,Low,0,motorcycle,1.0,0,Urban,23,4.5490784232937145
38.0,5.0,Fog,Low,1,scooter,1.0,0,Metropolitian,28,13.598068055529554
23.0,4.5,Windy,Medium,2,motorcycle,0.0,0,Metropolitian,22,17.316871412977665
33.0,3.5,Fog,Low,2,motorcycle,0.0,0,Metropolitian,36,10.439606298939026
20.0,4.8,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,35,16.61919419280481
33.0,4.2,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,25,1.554122815012246
26.0,4.7,Sandstorms,Low,2,scooter,1.0,0,Metropolitian,14,10.878141689848452
34.0,4.9,Fog,Low,2,scooter,1.0,0,Metropolitian,18,2.982773670296285
29.566910587697237,4.6337736972250205,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,34,1.5339071083263076
24.0,4.9,Sandstorms,Medium,1,scooter,1.0,0,Metropolitian,15,17.15623706058317
38.0,4.7,Fog,Jam,0,motorcycle,2.0,0,Metropolitian,48,10.717385477712131
27.0,4.5,Sandstorms,Low,1,motorcycle,0.0,0,Metropolitian,17,4.593362405681356
21.0,4.7,Sandstorms,Jam,1,scooter,0.0,0,Urban,15,14.004882730748015
31.0,4.8,Cloudy,Low,2,motorcycle,1.0,0,Metropolitian,17,4.469672445901517
30.0,4.2,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,32,3.0439824614928166
25.0,4.7,Sandstorms,Jam,0,motorcycle,0.0,0,Metropolitian,17,4.722784455364153
33.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,34,13.98549406313901
23.0,4.6,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,18,1.514179604020153
26.0,4.9,Stormy,Jam,2,scooter,1.0,0,Metropolitian,27,13.428382032643215
34.0,4.5,Cloudy,Low,0,motorcycle,0.0,0,Metropolitian,23,9.065848582837855
32.0,4.8,Windy,Jam,2,motorcycle,1.0,0,Metropolitian,29,10.879173092479729
24.0,4.7,Stormy,Jam,2,scooter,1.0,0,Metropolitian,25,10.877003496835798
29.0,4.7,Fog,Low,2,electric_scooter,0.0,0,Urban,11,1.5598442300608637
20.0,4.7,Windy,High,1,scooter,0.0,0,Urban,10,6.134568280998034
39.0,4.3,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,33,6.224520707518437
24.0,4.7,Windy,Low,0,motorcycle,1.0,0,Metropolitian,19,17.316871412977665
29.566910587697237,4.6337736972250205,Sunny,Low,3,scooter,1.0,0,Urban,10,5078.424937121483
30.0,4.9,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,28,13.786263632597423
22.0,4.8,Windy,Medium,2,electric_scooter,1.0,0,Urban,28,4.549260399696872
20.0,5.0,Sandstorms,Low,2,scooter,1.0,0,Urban,12,3.108543174350482
21.0,5.0,Windy,Medium,0,motorcycle,1.0,0,Urban,24,13.984465236255028
29.0,4.7,Windy,Medium,1,motorcycle,0.0,0,Metropolitian,27,4.6794598199190816
20.0,4.9,Sunny,Jam,2,scooter,1.0,0,Metropolitian,21,12.25463087671986
20.0,4.8,Fog,Low,2,scooter,0.0,0,Urban,17,3.0439824614928166
35.0,4.2,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,34,3.1085027489462944
22.0,4.8,Stormy,Jam,0,motorcycle,1.0,0,Metropolitian,16,4.679402315699333
32.0,4.3,Stormy,Medium,2,motorcycle,0.0,0,Metropolitian,38,17.316871412977665
28.0,4.8,Cloudy,Jam,2,scooter,0.0,0,Urban,35,13.19857505519239
35.0,3.7,Stormy,Jam,1,scooter,1.0,0,Metropolitian,36,10.893687389036502
24.0,4.7,Windy,Medium,1,scooter,0.0,0,Metropolitian,20,7.771076407492016
31.0,4.6,Sunny,Jam,2,scooter,0.0,0,Metropolitian,16,7.581751029141217
38.0,4.6,Sunny,Jam,0,motorcycle,1.0,0,Urban,38,12.448901104034784
39.0,4.0,Stormy,Jam,0,motorcycle,2.0,0,Metropolitian,41,7.770026037689752
37.0,4.2,Windy,Medium,1,scooter,1.0,0,Metropolitian,34,19.696654105946976
26.0,4.1,Cloudy,Medium,1,motorcycle,0.0,0,Metropolitian,34,19.68085422004856
27.0,4.9,Cloudy,Low,1,motorcycle,1.0,0,Semi-Urban,13,9.085492841610764
35.0,5.0,Sunny,Low,1,motorcycle,0.0,0,Metropolitian,20,13.62612678917245
21.0,4.6,Sandstorms,Low,1,scooter,1.0,0,Metropolitian,19,3.1195727358016403
33.0,4.7,Fog,Medium,0,motorcycle,0.0,0,Metropolitian,37,12.594090122629622
20.0,4.8,Stormy,Medium,2,scooter,1.0,0,Metropolitian,28,12.250235575031729
36.0,4.5,Sandstorms,Medium,2,electric_scooter,1.0,0,Metropolitian,20,16.618305604265785
27.0,4.9,Sandstorms,Medium,2,motorcycle,0.0,0,Urban,23,4.474220879249289
39.0,4.8,Cloudy,Low,2,scooter,1.0,0,Metropolitian,17,1.5542868183119236
31.0,4.0,Windy,Medium,0,motorcycle,3.0,1,Metropolitian,45,13.635322239177649
25.0,5.0,Windy,Low,1,scooter,1.0,0,Metropolitian,12,4.668580102562201
28.0,4.9,Fog,Low,1,scooter,1.0,0,Metropolitian,25,10.892686255475953
29.0,4.9,Sunny,Low,1,scooter,1.0,0,Metropolitian,23,4.663127189335237
20.0,4.7,Windy,Jam,1,scooter,1.0,0,Metropolitian,18,20.202984515713144
31.0,4.7,Sunny,Low,1,scooter,1.0,0,Metropolitian,23,16.663905372813712
35.0,4.7,Fog,Jam,0,motorcycle,0.0,0,Metropolitian,47,11.930774760930513
39.0,4.5,Sunny,Medium,1,scooter,1.0,0,Metropolitian,22,10.76878007281161
20.0,4.9,Fog,Low,2,scooter,1.0,0,Metropolitian,12,3.0767683947045508
23.0,4.9,Windy,Low,2,scooter,0.0,0,Metropolitian,13,2.979859992514505
35.0,4.8,Fog,Medium,1,scooter,1.0,0,Metropolitian,19,7.798736294204546
29.0,4.6,Stormy,Jam,1,scooter,1.0,0,Metropolitian,16,16.921527300401475
31.0,5.0,Sunny,Jam,1,motorcycle,1.0,0,Metropolitian,21,9.06400089721855
38.0,4.7,Sandstorms,Low,2,scooter,0.0,0,Metropolitian,20,7.55455900721659
30.0,4.1,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,34,8.947608761712099
33.0,4.6,Sunny,Low,2,motorcycle,1.0,0,Urban,20,20.27534151678224
21.0,5.0,Sunny,Jam,1,scooter,0.0,0,Metropolitian,17,12.434375628846594
32.0,4.9,Stormy,High,0,motorcycle,1.0,0,Metropolitian,30,3.0441571298665635
30.0,4.6,Sandstorms,Jam,1,scooter,1.0,0,Metropolitian,30,10.614153349712376
22.0,4.4,Fog,Medium,1,motorcycle,0.0,0,Metropolitian,39,16.806348455598005
26.0,4.3,Sandstorms,Low,0,motorcycle,0.0,0,Urban,21,7.728806954522407
34.0,4.6,Sandstorms,Low,2,electric_scooter,1.0,0,Semi-Urban,18,17.116682759281602
30.0,4.2,Stormy,Low,0,motorcycle,2.0,0,Metropolitian,34,4.66853534861614
34.0,4.2,Stormy,Jam,0,motorcycle,2.0,0,Metropolitian,45,11.019829276905222
39.0,4.5,Fog,Jam,0,motorcycle,2.0,1,Metropolitian,46,10.769355915594089
27.0,4.8,Cloudy,Low,2,motorcycle,1.0,0,Metropolitian,14,9.44556826333905
29.566910587697237,4.6337736972250205,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,25,4.663070680203268
20.0,4.5,Sunny,Jam,1,scooter,0.0,0,Urban,10,9.085395001171092
33.0,4.1,Windy,Low,0,motorcycle,1.0,0,Metropolitian,29,3.119564574333133
32.0,4.5,Sandstorms,Low,0,motorcycle,0.0,0,Semi-Urban,29,16.618299227099964
34.0,4.8,Sunny,High,0,motorcycle,1.0,0,Metropolitian,20,2.9877917292172884
23.0,4.9,Windy,Jam,1,motorcycle,1.0,0,Metropolitian,26,7.692292685228865
29.0,4.6,Cloudy,Low,2,electric_scooter,1.0,0,Metropolitian,28,13.804107737848822
28.0,4.5,Sandstorms,High,2,scooter,1.0,0,Urban,23,1.52196507360336
21.0,2.8,Sunny,Low,2,electric_scooter,1.0,0,Metropolitian,35,10.719625160799003
29.566910587697237,4.6337736972250205,Sunny,Low,3,scooter,0.0,0,Metropolitian,27,7.780373439136727
25.0,4.9,Cloudy,Low,1,scooter,1.0,0,Urban,12,1.5220433151131063
21.0,4.5,Windy,Jam,2,scooter,0.0,0,Urban,14,9.325263499698565
36.0,4.0,Cloudy,Jam,1,scooter,0.0,0,Metropolitian,34,4.662975455202895
25.0,4.1,Windy,Low,0,motorcycle,1.0,0,Urban,19,8.94760331368977
39.0,4.9,Cloudy,Medium,2,scooter,1.0,0,Metropolitian,16,4.6153511187403256
37.0,3.7,Stormy,Jam,2,electric_scooter,2.0,0,Metropolitian,37,10.879367187304355
38.0,4.8,Fog,Low,1,motorcycle,0.0,0,Urban,18,9.091826648454974
36.0,3.5,Windy,Jam,1,motorcycle,1.0,0,Metropolitian,32,10.879414350538276
38.0,4.8,Fog,High,2,electric_scooter,1.0,0,Metropolitian,29,3.0328508443425664
30.0,4.3,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,33,4.615430684461575
26.0,4.7,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,25,10.87782158425402
31.0,4.7,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,26,16.402336281057107
23.0,4.8,Windy,Jam,1,scooter,1.0,0,Urban,15,9.326474115909814
33.0,4.8,Sunny,Jam,1,motorcycle,1.0,0,Urban,30,10.497408641679684
23.0,4.9,Stormy,Medium,2,electric_scooter,1.0,0,Urban,15,12.448575727251066
34.0,4.7,Cloudy,Low,2,scooter,0.0,0,Metropolitian,15,9.097950709001418
23.0,4.6,Windy,Jam,2,motorcycle,1.0,0,Metropolitian,15,7.570417422780732
27.0,4.9,Stormy,Low,1,motorcycle,1.0,0,Urban,16,3.076579021681373
32.0,3.7,Stormy,Jam,2,motorcycle,2.0,0,Metropolitian,38,16.99964829313777
34.0,4.5,Windy,Jam,2,motorcycle,0.0,0,Metropolitian,26,7.769812530334855
34.0,4.6,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,30,7.65538454142212
36.0,4.9,Stormy,Low,1,scooter,1.0,0,Metropolitian,26,3.0931314417798887
28.0,4.7,Cloudy,Medium,2,electric_scooter,1.0,0,Metropolitian,26,16.61964877663131
30.0,4.9,Sunny,Medium,2,electric_scooter,1.0,0,Urban,23,6.183064630009051
30.0,4.6,Fog,Low,1,motorcycle,0.0,0,Metropolitian,19,4.662062105099187
29.0,4.9,Sunny,Jam,1,scooter,0.0,0,Urban,10,12.306940934440927
33.0,4.7,Sunny,Low,2,scooter,1.0,0,Metropolitian,28,12.43203918775422
37.0,3.8,Sandstorms,Jam,2,electric_scooter,1.0,0,Metropolitian,41,19.997467761720777
37.0,4.8,Fog,Low,2,scooter,1.0,0,Urban,19,4.54289124956853
27.0,5.0,Fog,Low,1,motorcycle,0.0,0,Urban,24,16.40308799705604
29.566910587697237,4.6337736972250205,Fog,Medium,2,electric_scooter,1.0,0,Metropolitian,13,4.5657450647773645
34.0,4.2,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,34,9.09142299803228
36.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,30,13.910112217519368
31.0,4.6,Stormy,Jam,1,scooter,1.0,0,Metropolitian,26,4.5840713725895
21.0,4.6,Fog,Low,2,scooter,0.0,0,Urban,20,13.98748272336879
25.0,4.6,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,29,6.224862912680096
39.0,4.9,Stormy,Low,1,motorcycle,1.0,0,Metropolitian,23,3.112385922730484
34.0,4.4,Stormy,Medium,0,motorcycle,1.0,0,Urban,34,7.610152650283939
38.0,4.9,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,27,12.269887799351258
20.0,4.8,Stormy,Low,1,motorcycle,0.0,0,Metropolitian,15,7.871307105908543
24.0,4.7,Sandstorms,Medium,2,electric_scooter,1.0,0,Metropolitian,25,16.653592900073143
36.0,4.7,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,40,13.803604127713374
32.0,5.0,Cloudy,Medium,0,motorcycle,0.0,0,Metropolitian,31,7.609335372304245
24.0,4.6,Fog,High,2,scooter,1.0,0,Metropolitian,21,6.153860624645111
21.0,5.0,Cloudy,Jam,0,motorcycle,1.0,0,Urban,45,17.116783990871646
20.0,4.9,Windy,Medium,0,motorcycle,0.0,0,Metropolitian,27,4.542529128585128
23.0,4.7,Sunny,Jam,2,electric_scooter,1.0,0,Metropolitian,14,9.189362221982297
39.0,4.6,Sandstorms,Medium,2,scooter,1.0,0,Urban,30,6.297045828591113
21.0,4.7,Windy,Medium,1,motorcycle,1.0,0,Metropolitian,21,4.601928427712076
34.0,4.9,Fog,Low,2,electric_scooter,1.0,0,Metropolitian,15,7.66873352121625
25.0,4.8,Cloudy,Low,2,scooter,1.0,0,Urban,28,16.74034896230957
35.0,4.4,Fog,Jam,1,motorcycle,1.0,0,Metropolitian,45,10.598116289848154
34.0,4.0,Sandstorms,Jam,2,scooter,0.0,0,Metropolitian,32,7.456482627804074
33.0,4.6,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,53,19.365009821790704
27.0,4.9,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,17,7.45648716715501
31.0,4.9,Sunny,Jam,2,scooter,0.0,0,Metropolitian,17,4.5424988225707805
32.0,4.6,Windy,Jam,2,electric_scooter,1.0,0,Metropolitian,31,4.668468593510206
33.0,4.4,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,27,1.5315062215285238
26.0,4.6,Windy,High,1,scooter,0.7446345675136238,0,Metropolitian,17,6.297045828591113
29.0,4.8,Sunny,Medium,2,scooter,0.0,0,Metropolitian,10,7.692187118892045
30.0,4.5,Cloudy,Low,1,motorcycle,0.0,0,Metropolitian,15,7.811618191546674
33.0,4.7,Stormy,Jam,2,motorcycle,1.0,0,Metropolitian,29,13.98600254701408
26.0,4.9,Fog,Jam,2,motorcycle,1.0,0,Metropolitian,32,9.325211420898556
39.0,4.2,Stormy,Jam,0,motorcycle,1.0,0,Urban,45,20.201088078175303
32.0,4.5,Cloudy,Jam,0,motorcycle,0.0,0,Metropolitian,40,20.20480972631284
26.0,4.6,Fog,High,2,electric_scooter,1.0,0,Metropolitian,30,3.1485230102050625
38.0,4.6,Fog,Medium,2,electric_scooter,1.0,0,Urban,15,9.44556826333905
20.0,5.0,Cloudy,Jam,0,motorcycle,1.0,0,Metropolitian,37,12.594090122629622
31.0,4.7,Sunny,Medium,2,motorcycle,1.0,0,Urban,21,4.40035956607273
22.0,4.3,Cloudy,Jam,1,motorcycle,1.0,0,Urban,43,13.84547847539316
28.0,4.8,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,18,1.5742615170912184
23.0,4.6,Cloudy,Low,0,motorcycle,0.0,0,Metropolitian,22,1.5742615170912184
39.0,4.1,Stormy,Jam,2,electric_scooter,1.0,0,Metropolitian,39,16.842817193834133
29.566910587697237,4.6337736972250205,Fog,High,2,scooter,1.0,0,Metropolitian,32,6.224521288624522
27.0,4.9,Sunny,Medium,1,scooter,1.0,0,Urban,17,6.216799529523901
31.0,5.0,Windy,Low,0,motorcycle,0.0,0,Metropolitian,28,10.88020438966087
32.0,4.2,Fog,Jam,2,electric_scooter,2.0,0,Metropolitian,49,13.75107150554015
23.0,4.6,Cloudy,Medium,0,motorcycle,0.7446345675136238,0,Urban,34,10.57688694446177
20.0,3.5,Sunny,Low,1,scooter,1.0,0,Metropolitian,32,19.7100396255096
38.0,4.8,Windy,Jam,0,motorcycle,1.0,0,Semi-Urban,49,19.90171326013051
35.0,4.7,Sunny,Medium,2,scooter,1.0,0,Urban,17,10.76878007281161
20.0,4.8,Sunny,Jam,1,motorcycle,0.0,0,Metropolitian,13,7.571230642507386
23.0,4.7,Fog,High,2,electric_scooter,1.0,0,Metropolitian,25,6.224683143280494
23.0,4.7,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,28,20.87450898831964
26.0,4.6,Windy,Low,1,scooter,1.0,0,Metropolitian,13,1.559849209143744
35.0,5.0,Fog,High,2,electric_scooter,1.0,0,Metropolitian,26,6.224833086017058
21.0,4.9,Sunny,Medium,2,electric_scooter,0.0,0,Urban,15,19.680973843672643
33.0,4.7,Sunny,Low,2,motorcycle,0.0,0,Urban,16,3.119712010398016
35.0,4.8,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,27,17.118012887223426
32.0,4.9,Windy,Low,0,motorcycle,1.0,0,Metropolitian,24,11.019829276905222
38.0,4.8,Sandstorms,Medium,2,motorcycle,1.0,0,Metropolitian,26,12.36381670639252
29.566910587697237,4.6337736972250205,Cloudy,Low,0,motorcycle,0.0,0,Metropolitian,21,14.037659731689027
28.0,4.6,Fog,Medium,2,scooter,1.0,0,Urban,25,13.6288082527404
22.0,4.9,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,34,13.421080286613686
36.0,4.6,Windy,Jam,1,scooter,1.0,0,Metropolitian,29,10.893285121481542
37.0,4.1,Sunny,Medium,0,motorcycle,2.0,0,Metropolitian,38,10.614231743119396
36.0,4.8,Sandstorms,Low,2,scooter,1.0,0,Metropolitian,28,3.044007665693716
24.0,4.9,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,24,13.80331894035417
28.0,4.9,Sandstorms,Medium,2,electric_scooter,0.0,0,Metropolitian,20,16.74090799445442
34.0,5.0,Windy,Jam,0,motorcycle,0.0,0,Metropolitian,30,4.668311380017864
35.0,4.7,Windy,Low,2,scooter,0.0,0,Urban,28,20.465390994413752
38.0,5.0,Fog,Jam,1,motorcycle,1.0,0,Metropolitian,27,8.947996983604352
23.0,4.4,Stormy,Jam,0,motorcycle,1.0,0,Metropolitian,32,9.085323837079876
21.0,4.0,Fog,Jam,1,motorcycle,0.0,0,Metropolitian,35,14.168350776534814
30.0,4.7,Fog,High,1,scooter,1.0,0,Metropolitian,25,6.215625750470316
20.0,4.2,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,17,2.982273316199373
38.0,4.9,Sunny,Jam,1,scooter,1.0,0,Urban,29,10.879306406367435
31.0,4.7,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,23,3.0629158673930994
39.0,4.1,Windy,Medium,2,scooter,1.0,0,Metropolitian,31,9.323532792317952
31.0,4.6,Sunny,Jam,2,scooter,0.0,0,Urban,15,13.751045797539708
39.0,4.7,Sunny,Jam,1,scooter,1.0,0,Metropolitian,18,9.325258722449666
30.0,3.7,Sandstorms,Jam,2,motorcycle,1.0,0,Metropolitian,32,16.67814296023657
21.0,4.9,Stormy,Low,2,electric_scooter,0.0,0,Metropolitian,16,4.5934016021799
32.0,4.8,Cloudy,Medium,2,electric_scooter,0.0,0,Metropolitian,16,4.601796202601148
33.0,4.7,Cloudy,Medium,0,motorcycle,2.0,0,Metropolitian,43,11.9966001057926
20.0,4.5,Cloudy,Low,2,scooter,0.0,0,Metropolitian,18,2.982907109005488
27.0,4.6,Sandstorms,Jam,0,motorcycle,0.0,0,Urban,31,20.091440451480285
22.0,4.8,Sandstorms,Medium,0,motorcycle,2.0,0,Urban,38,12.17500471485435
39.0,4.2,Cloudy,Jam,1,scooter,0.0,0,Urban,37,7.456482627804074
